timestamp,simulation_time,event
2026-03-18T23:08:52.144539,19.92759805435399,ORDER_ARRIVAL
2026-03-18T23:08:52.144543,19.92759805435399,ASSIGN_ROBOT
2026-03-18T23:08:52.144548,23.782533313243167,ORDER_ARRIVAL
2026-03-18T23:08:52.144551,23.782533313243167,ASSIGN_ROBOT
2026-03-18T23:08:52.144555,45.22028131844985,ORDER_ARRIVAL
2026-03-18T23:08:52.144559,45.22028131844985,ASSIGN_ROBOT
2026-03-18T23:08:52.144563,45.93036691011995,ORDER_ARRIVAL
2026-03-18T23:08:52.144566,45.93036691011995,ASSIGN_ROBOT
2026-03-18T23:08:52.144569,47.08486906481224,ORDER_ARRIVAL
2026-03-18T23:08:52.144573,47.08486906481224,ASSIGN_ROBOT
2026-03-18T23:08:52.144576,52.24649577783896,ORDER_ARRIVAL
2026-03-18T23:08:52.144579,52.24649577783896,ASSIGN_ROBOT
2026-03-18T23:08:52.144583,52.992155545433505,ORDER_ARRIVAL
2026-03-18T23:08:52.144586,52.992155545433505,ASSIGN_ROBOT
2026-03-18T23:08:52.144590,56.59250822298827,ORDER_ARRIVAL
2026-03-18T23:08:52.144593,56.59250822298827,ASSIGN_ROBOT
2026-03-18T23:08:52.144596,68.96912403203888,ORDER_ARRIVAL
2026-03-18T23:08:52.144600,68.96912403203888,ASSIGN_ROBOT
2026-03-18T23:08:52.144603,72.94608905064348,ORDER_ARRIVAL
2026-03-18T23:08:52.144606,72.94608905064348,ASSIGN_ROBOT
2026-03-18T23:08:52.144610,76.11458236199185,ORDER_ARRIVAL
2026-03-18T23:08:52.144613,76.11458236199185,ASSIGN_ROBOT
2026-03-18T23:08:52.144617,77.06659901576235,ORDER_ARRIVAL
2026-03-18T23:08:52.144620,77.06659901576235,ASSIGN_ROBOT
2026-03-18T23:08:52.144623,78.7612539110959,ORDER_ARRIVAL
2026-03-18T23:08:52.144626,78.7612539110959,ASSIGN_ROBOT
2026-03-18T23:08:52.144630,79.19502357390142,ORDER_ARRIVAL
2026-03-18T23:08:52.144633,79.19502357390142,ASSIGN_ROBOT
2026-03-18T23:08:52.144637,84.49495439905921,ORDER_ARRIVAL
2026-03-18T23:08:52.144640,84.49495439905921,ASSIGN_ROBOT
2026-03-18T23:08:52.144643,85.17572433084507,ORDER_ARRIVAL
2026-03-18T23:08:52.144646,85.17572433084507,ASSIGN_ROBOT
2026-03-18T23:08:52.144650,109.81885919127839,ORDER_ARRIVAL
2026-03-18T23:08:52.144653,109.81885919127839,ASSIGN_ROBOT
2026-03-18T23:08:52.144657,111.09110098718726,ORDER_ARRIVAL
2026-03-18T23:08:52.144660,111.09110098718726,ASSIGN_ROBOT
2026-03-18T23:08:52.144663,128.00703358745469,ORDER_ARRIVAL
2026-03-18T23:08:52.144666,128.00703358745469,ASSIGN_ROBOT
2026-03-18T23:08:52.144670,139.6375688416778,ORDER_ARRIVAL
2026-03-18T23:08:52.144673,139.6375688416778,ASSIGN_ROBOT
2026-03-18T23:08:52.144676,143.46415320663124,ORDER_ARRIVAL
2026-03-18T23:08:52.144679,143.46415320663124,ASSIGN_ROBOT
2026-03-18T23:08:52.144683,143.4813387981473,ORDER_ARRIVAL
2026-03-18T23:08:52.144686,143.4813387981473,ASSIGN_ROBOT
2026-03-18T23:08:52.144690,150.59034997306497,ORDER_ARRIVAL
2026-03-18T23:08:52.144693,150.59034997306497,ASSIGN_ROBOT
2026-03-18T23:08:52.144696,157.35383792046557,ORDER_ARRIVAL
2026-03-18T23:08:52.144700,157.35383792046557,ASSIGN_ROBOT
2026-03-18T23:08:52.144703,168.07467364499126,ORDER_ARRIVAL
2026-03-18T23:08:52.144706,168.07467364499126,ASSIGN_ROBOT
2026-03-18T23:08:52.144710,170.47576166925293,ORDER_ARRIVAL
2026-03-18T23:08:52.144713,170.47576166925293,ASSIGN_ROBOT
2026-03-18T23:08:52.144717,177.92771887624895,ORDER_ARRIVAL
2026-03-18T23:08:52.144720,177.92771887624895,ASSIGN_ROBOT
2026-03-18T23:08:52.144724,181.70991774185742,ORDER_ARRIVAL
2026-03-18T23:08:52.144727,181.70991774185742,ASSIGN_ROBOT
2026-03-18T23:08:52.144731,193.7611376465098,ORDER_ARRIVAL
2026-03-18T23:08:52.144734,193.7611376465098,ASSIGN_ROBOT
2026-03-18T23:08:52.144737,200.01697542027532,ORDER_ARRIVAL
2026-03-18T23:08:52.144740,200.01697542027532,ASSIGN_ROBOT
2026-03-18T23:08:52.144744,203.53359703720776,ORDER_ARRIVAL
2026-03-18T23:08:52.144747,203.53359703720776,ASSIGN_ROBOT
2026-03-18T23:08:52.144751,203.6357290867623,ORDER_ARRIVAL
