timestamp,simulation_time,event
2026-03-18T11:32:04.584182,1.7741600699626159,ORDER_ARRIVAL
2026-03-18T11:32:04.584191,1.7741600699626159,ASSIGN_ROBOT
2026-03-18T11:32:04.584199,16.12994984718598,ORDER_ARRIVAL
2026-03-18T11:32:04.584203,16.12994984718598,ASSIGN_ROBOT
2026-03-18T11:32:04.584208,18.520979688524125,ORDER_ARRIVAL
2026-03-18T11:32:04.584212,18.520979688524125,ASSIGN_ROBOT
2026-03-18T11:32:04.584216,22.69015834956445,ORDER_ARRIVAL
2026-03-18T11:32:04.584219,22.69015834956445,ASSIGN_ROBOT
2026-03-18T11:32:04.584223,30.68130363503831,ORDER_ARRIVAL
2026-03-18T11:32:04.584227,30.68130363503831,ASSIGN_ROBOT
2026-03-18T11:32:04.584231,31.39576706044915,ORDER_ARRIVAL
2026-03-18T11:32:04.584234,31.39576706044915,ASSIGN_ROBOT
2026-03-18T11:32:04.584237,34.05024480171705,ORDER_ARRIVAL
2026-03-18T11:32:04.584241,34.05024480171705,ASSIGN_ROBOT
2026-03-18T11:32:04.584244,36.93843318469453,ORDER_ARRIVAL
2026-03-18T11:32:04.584247,36.93843318469453,ASSIGN_ROBOT
2026-03-18T11:32:04.584251,50.1852590153799,ORDER_ARRIVAL
2026-03-18T11:32:04.584255,50.1852590153799,ASSIGN_ROBOT
2026-03-18T11:32:04.584259,59.71307810738563,ORDER_ARRIVAL
2026-03-18T11:32:04.584262,59.71307810738563,ASSIGN_ROBOT
2026-03-18T11:32:04.584265,63.84060800678144,ORDER_ARRIVAL
2026-03-18T11:32:04.584269,63.84060800678144,ASSIGN_ROBOT
2026-03-18T11:32:04.584272,66.95363955769143,ORDER_ARRIVAL
2026-03-18T11:32:04.584275,66.95363955769143,ASSIGN_ROBOT
2026-03-18T11:32:04.584279,70.13968901195798,ORDER_ARRIVAL
2026-03-18T11:32:04.584282,70.13968901195798,ASSIGN_ROBOT
2026-03-18T11:32:04.584286,95.11161968300394,ORDER_ARRIVAL
2026-03-18T11:32:04.584289,95.11161968300394,ASSIGN_ROBOT
2026-03-18T11:32:04.584293,96.12261910190256,ORDER_ARRIVAL
2026-03-18T11:32:04.584296,96.12261910190256,ASSIGN_ROBOT
2026-03-18T11:32:04.584300,102.94210672206869,ORDER_ARRIVAL
2026-03-18T11:32:04.584303,102.94210672206869,ASSIGN_ROBOT
2026-03-18T11:32:04.584306,110.15473368900516,ORDER_ARRIVAL
2026-03-18T11:32:04.584310,110.15473368900516,ASSIGN_ROBOT
2026-03-18T11:32:04.584313,111.44031294767183,ORDER_ARRIVAL
2026-03-18T11:32:04.584317,111.44031294767183,ASSIGN_ROBOT
2026-03-18T11:32:04.584320,113.78715947810365,ORDER_ARRIVAL
2026-03-18T11:32:04.584323,113.78715947810365,ASSIGN_ROBOT
2026-03-18T11:32:04.584327,115.09811900393908,ORDER_ARRIVAL
2026-03-18T11:32:04.584330,115.09811900393908,ASSIGN_ROBOT
2026-03-18T11:32:04.584334,116.22983715763823,ORDER_ARRIVAL
2026-03-18T11:32:04.584337,116.22983715763823,ASSIGN_ROBOT
2026-03-18T11:32:04.584341,116.30433206403484,ORDER_ARRIVAL
2026-03-18T11:32:04.584344,116.30433206403484,ASSIGN_ROBOT
2026-03-18T11:32:04.584347,119.58123046778816,ORDER_ARRIVAL
2026-03-18T11:32:04.584351,119.58123046778816,ASSIGN_ROBOT
2026-03-18T11:32:04.584354,121.11397163760282,ORDER_ARRIVAL
2026-03-18T11:32:04.584357,121.11397163760282,ASSIGN_ROBOT
2026-03-18T11:32:04.584361,122.34893844282091,ORDER_ARRIVAL
2026-03-18T11:32:04.584364,122.34893844282091,ASSIGN_ROBOT
2026-03-18T11:32:04.584368,125.3815463489936,ORDER_ARRIVAL
2026-03-18T11:32:04.584371,125.3815463489936,ASSIGN_ROBOT
2026-03-18T11:32:04.584375,128.93835459741825,ORDER_ARRIVAL
2026-03-18T11:32:04.584378,128.93835459741825,ASSIGN_ROBOT
2026-03-18T11:32:04.584381,130.34723249327624,ORDER_ARRIVAL
2026-03-18T11:32:04.584385,130.34723249327624,ASSIGN_ROBOT
2026-03-18T11:32:04.584389,134.65151593478413,ORDER_ARRIVAL
2026-03-18T11:32:04.584392,134.65151593478413,ASSIGN_ROBOT
2026-03-18T11:32:04.584395,143.29696111840448,ORDER_ARRIVAL
2026-03-18T11:32:04.584399,143.29696111840448,ASSIGN_ROBOT
2026-03-18T11:32:04.584402,143.92299222504278,ORDER_ARRIVAL
2026-03-18T11:32:04.584405,143.92299222504278,ASSIGN_ROBOT
2026-03-18T11:32:04.584409,157.12833650243752,ORDER_ARRIVAL
2026-03-18T11:32:04.584412,157.12833650243752,ASSIGN_ROBOT
2026-03-18T11:32:04.584416,168.78938150028586,ORDER_ARRIVAL
2026-03-18T11:32:04.584419,168.78938150028586,ASSIGN_ROBOT
2026-03-18T11:32:04.584423,184.85667294463147,ORDER_ARRIVAL
2026-03-18T11:32:04.584426,184.85667294463147,ASSIGN_ROBOT
2026-03-18T11:32:04.584429,189.0349646217273,ORDER_ARRIVAL
2026-03-18T11:32:04.584432,189.0349646217273,ASSIGN_ROBOT
2026-03-18T11:32:04.584436,193.43123316566397,ORDER_ARRIVAL
2026-03-18T11:32:04.584439,193.43123316566397,ASSIGN_ROBOT
2026-03-18T11:32:04.584443,196.41364244986397,ORDER_ARRIVAL
2026-03-18T11:32:04.584446,196.41364244986397,ASSIGN_ROBOT
2026-03-18T11:32:04.584450,197.5524814178777,ORDER_ARRIVAL
2026-03-18T11:32:04.584453,197.5524814178777,ASSIGN_ROBOT
2026-03-18T11:32:04.584457,219.00139572131874,ORDER_ARRIVAL
2026-03-18T11:32:04.584460,219.00139572131874,ASSIGN_ROBOT
2026-03-18T11:32:04.584463,226.8900610704177,ORDER_ARRIVAL
2026-03-18T11:32:04.584466,226.8900610704177,ASSIGN_ROBOT
2026-03-18T11:32:04.584470,228.88500061749016,ORDER_ARRIVAL
2026-03-18T11:32:04.584473,228.88500061749016,ASSIGN_ROBOT
2026-03-18T11:32:04.584476,234.31450205377448,ORDER_ARRIVAL
